AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
Adyar,1065,81,1,1,3,Family,No,House,ELO,Gravel,A,4,3,3,3,267426,41142,6857075
Chrompet,1065,11,1,1,3,AdjLand,Yes,House,NoSewage,Paved,RM,3,4,4,4,268804,49779,9955700
Karapakkam,694,3,1,1,2,Partial,Yes,House,NoSewage,No Access,C,4,3,2,3,190350,57105,3807000
Chrompet,1045,88,1,1,3,AbNormal,No,House,All Pub,Paved,RM,2,3,3,2,225513,27062,9020500
Karapakkam,730,175,1,1,2,Normal Sale,Yes,House,NoSewage,No Access,RH,4,2,2,2,242000,44000,5500000
Velachery,1871,22,3,2,5,Family,No,Others,All Pub,Paved,C,4,3,2,3,310203,180952,8616750
Chrompet,994,56,1,1,3,AdjLand,Yes,House,All Pub,Paved,RL,2,3,2,2,236898,85283,9475900
Anna Nagar,1754,198,1,1,4,AdjLand,No,House,ELO,No Access,RH,4,3,2,3,294779,76424,10917740
KK Nagar,2224,189,4,2,6,Family,Yes,House,NoSewage,Gravel,RL,3,3,4,3,609839,256132,12196780
Karapakkam,836,66,1,1,2,Normal Sale,No,Others,NoSewage,No Access,A,3,3,4,4,171696,46501,3577000
Karapakkam,1399,137,2,2,4,Family,No,Commercial,All Pub,No Access,RM,4,4,3,3,473817,187323,11019000
Velachery,1950,126,3,2,5,AbNormal,Yes,House,ELO,Gravel,RH,3,3,3,3,392615,78523,11217570
Anna Nagar,1519,2,1,1,4,AbNormal,Yes,Others,NoSewage,Gravel,RL,3,2,3,3,391124,156449,13037450
Anna Nagar,1605,4,1,1,4,Partial,Yes,Others,NoSewage,No Access,RL,2,2,4,3,400919,133640,12149050
Chrompet,1230,81,2,1,4,AbNormal,No,Commercial,All Pub,Paved,RL,2,3,3,3,395059,98765,14109250
Karapakkam,584,70,1,1,2,Normal Sale,Yes,Commercial,All Pub,No Access,RL,2,4,3,3,334778,96714,7439500
Velachery,1590,57,2,1,4,Normal Sale,No,Commercial,NoSewage,Paved,RL,3,3,4,3,411610,212444,13277730
Velachery,1734,87,2,1,4,Family,No,Others,NoSewage,No Access,RM,4,2,3,3,325789,111990,10180900
Chrompet,786,119,1,1,2,Normal Sale,No,Commercial,NoSewage,Gravel,RL,3,2,2,2,283533,43620,10905100
Chrompet,701,52,1,1,2,Partial,No,Commercial,All Pub,Paved,RH,4,2,3,3,263922,42568,8513600
Adyar,783,149,1,1,2,AdjLand,Yes,Others,NoSewage,No Access,RL,4,2,3,3,332985,110995,8538070
Anna Nagar,1739,128,1,1,4,Partial,No,Others,NoSewage,Paved,RL,3,3,2,3,356719,242059,12739970
Chrompet,1127,38,1,1,3,AbNormal,No,House,NoSewage,Gravel,RL,2,3,3,2,265248,61891,8841600
Chrompet,919,61,1,1,3,Normal Sale,No,Commercial,All Pub,No Access,RH,4,4,3,4,274871,40722,10180400
Chrompet,902,120,1,1,3,AbNormal,No,Others,NoSewage,Paved,RL,4,5,2,4,276408,25913,8637740
Adyar,838,10,1,1,3,AdjLand,Yes,Commercial,All Pub,No Access,RH,2,4,3,3,425503,167962,11197455
Chrompet,1026,174,1,1,3,Normal Sale,No,Commercial,All Pub,No Access,RM,4,5,4,4,322097,61942,12388350
Karapakkam,1346,84,2,2,4,Partial,Yes,House,NoSewage,Gravel,I,4,4,4,4,319963,133938,7441000
KK Nagar,1764,191,2,1,4,AdjLand,No,Others,NoSewage,Paved,RM,2,2,4,3,339467,109505,10950540
Chrompet,825,9,1,1,3,Partial,Yes,Commercial,NoSewage,Paved,RL,4,2,3,3,306133,90706,11338250
Velachery,1542,147,2,1,4,Normal Sale,Yes,House,NoSewage,Paved,RM,4,2,2,3,365067,225483,10737270
KK Nagar,1869,20,3,2,5,Family,No,Others,All Pub,Gravel,RL,3,2,3,3,436430,212620,11190500
Adyar,1291,0,2,2,4,Family,No,House,NoSewage,No Access,C,2,2,4,3,250240,27804,6951120
Karapakkam,950,7,1,1,3,Normal Sale,Yes,Others,NoSewage,Gravel,A,4,3,4,4,242004,73164,5628000
Karapakkam,680,130,1,1,2,Normal Sale,Yes,Commercial,ELO,Paved,RL,4,2,4,4,344736,131328,8208000
Anna Nagar,1579,188,1,1,4,Family,Yes,Others,NoSewage,Gravel,RH,4,4,4,4,333138,102504,12812990
Chrompet,1047,42,1,1,3,AbNormal,Yes,Others,NoSewage,No Access,RL,4,3,4,3,298688,81460,9051140
Anna Nagar,1660,36,1,1,4,Normal Sale,Yes,Commercial,ELO,No Access,RL,3,2,3,3,467030,186812,18681200
Chrompet,835,46,1,1,3,Partial,Yes,Others,All Pub,Gravel,RL,2,2,2,2,267393,27661,9220450
Anna Nagar,1883,121,2,1,5,AdjLand,No,House,NoSewage,No Access,RM,3,4,4,4,346233,119850,13316650
Adyar,1109,5,1,1,3,Family,Yes,House,ELO,Paved,RM,3,2,3,3,361431,10040,10039740
Adyar,995,26,1,1,3,AbNormal,Yes,Others,All Pub,No Access,I,2,2,2,2,281925,112770,8055010
Velachery,1747,142,2,1,4,AdjLand,Yes,Others,NoSewage,Paved,RM,3,3,2,3,397258,132419,12038110
Anna Nagar,1529,191,1,1,4,AbNormal,Yes,House,All Pub,Gravel,RH,4,4,4,4,479428,59929,11985700
Karapakkam,1034,30,1,1,3,Family,Yes,Others,NoSewage,Paved,RM,4,3,4,4,400584,191947,8345500
KK Nagar,1302,84,1,1,3,Partial,No,Commercial,NoSewage,Paved,RL,3,4,2,3,406322,158014,11286720
Karapakkam,654,143,1,1,2,AbNormal,Yes,Commercial,NoSewage,Paved,C,3,3,4,3,290444,114827,6754500
Chrompet,1020,41,1,1,3,AdjLand,Yes,Commercial,All Pub,Gravel,RH,2,3,2,2,397371,198686,13245700
Karapakkam,506,145,1,1,2,AbNormal,No,Commercial,NoSewage,No Access,RM,4,2,3,3,254251,58673,6519250
T Nagar,1955,10,2,1,5,Partial,Yes,House,All Pub,Gravel,RL,2,5,3,3,391617,167836,13986310
Karapakkam,1653,160,2,2,4,Partial,No,Commercial,NoSewage,Paved,RL,4,4,4,4,392600,171763,12268750
Velachery,1820,77,3,2,5,Partial,Yes,House,NoSewage,Paved,RM,4,3,3,3,364661,221007,11050340
Velachery,1508,63,2,1,4,Family,Yes,Commercial,NoSewage,No Access,C,4,4,2,3,433275,96283,12035430
Karapakkam,1292,111,1,1,3,AbNormal,No,Commercial,All Pub,Paved,C,3,2,2,2,421813,107697,8974750
Anna Nagar,1922,160,2,1,5,Normal Sale,No,Commercial,ELO,Gravel,RL,2,2,3,3,657450,106040,21208080
Karapakkam,584,165,1,1,2,AdjLand,No,Others,NoSewage,No Access,C,3,3,4,3,149274,98206,3928250
Anna Nagar,1839,153,2,1,5,AdjLand,Yes,House,NoSewage,Gravel,RH,4,3,2,3,472718,152938,13903480
Velachery,1879,166,3,2,5,Normal Sale,No,House,All Pub,No Access,RM,4,2,3,3,316824,89107,9900740
Karapakkam,1199,70,1,1,3,Family,No,Others,NoSewage,No Access,RM,3,2,2,2,249190,65962,7329125
Chrompet,1181,102,1,1,3,Normal Sale,Yes,House,NoSewage,Gravel,RM,2,2,4,2,287561,110601,11060050
Chrompet,1068,86,1,1,3,Normal Sale,No,Others,NoSewage,No Access,RM,3,4,2,3,263528,63610,9087160
Velachery,1686,92,2,1,4,AbNormal,Yes,Others,NoSewage,Gravel,RM,2,4,3,3,360782,252547,12026070
KK Nagar,2242,84,4,2,6,AdjLand,Yes,Others,All Pub,Gravel,RH,4,3,4,3,447066,216759,13547460
Chrompet,1259,112,2,1,4,AbNormal,No,House,ELO,Gravel,RL,3,3,2,3,296823,143624,9574950
T Nagar,1843,118,2,1,5,AdjLand,Yes,Others,ELO,No Access,RH,2,4,3,3,367560,231426,13613320
T Nagar,1924,59,2,1,5,Family,Yes,Others,NoSewage,Paved,RH,2,4,4,3,477871,260657,14480950
Chrompet,1144,73,1,1,3,Normal Sale,No,Commercial,ELO,Gravel,RH,4,4,3,4,379490,63248,12649650
Karapakkam,542,127,1,1,2,Normal Sale,Yes,Commercial,NoSewage,Paved,RL,3,3,2,2,230685,69206,7689500
Anna Nagar,1515,103,1,1,4,Normal Sale,No,House,All Pub,No Access,RM,3,3,2,3,391136,97784,10864880
Adyar,630,174,1,1,2,Partial,No,Commercial,ELO,Gravel,RL,4,4,3,4,348618,9684,9683840
Velachery,1671,182,2,1,4,Normal Sale,No,House,All Pub,Gravel,RM,4,4,2,3,416384,85412,10676510
Karapakkam,1047,18,1,1,3,Family,No,House,NoSewage,Gravel,I,3,2,4,3,291168,78858,6066000
Anna Nagar,1595,87,1,1,4,Family,Yes,Commercial,NoSewage,No Access,RH,4,2,3,3,646446,209658,17471500
Adyar,1299,62,2,2,4,Normal Sale,No,Others,ELO,No Access,C,2,4,2,2,283058,105136,8087365
Anna Nagar,1626,27,1,1,4,Family,Yes,Others,ELO,Gravel,RH,3,3,4,4,513516,192568,12837890
Karapakkam,801,80,1,1,2,AbNormal,No,House,All Pub,Gravel,C,3,3,3,3,191454,95727,5038250
Chrompet,1089,6,1,1,3,Partial,Yes,Commercial,NoSewage,Paved,RH,4,4,2,3,406081,183392,13099400
Anna Nagar,1955,54,2,1,5,Family,No,House,ELO,No Access,RH,2,2,3,2,335700,185214,11575870
KK Nagar,1708,91,2,1,4,AbNormal,No,Commercial,NoSewage,Paved,RH,3,3,2,3,526583,283545,13502140
T Nagar,1697,19,1,1,4,Normal Sale,Yes,Others,NoSewage,Paved,RL,4,2,3,3,550743,70608,14121610
T Nagar,1975,8,2,1,5,AbNormal,No,House,NoSewage,Paved,RH,4,5,2,3,505728,101146,12643190
Velachery,1966,168,3,2,5,Family,Yes,House,All Pub,Paved,RM,2,2,3,2,407993,215329,11333130
Anna Nagar,1791,164,1,1,4,AdjLand,No,Others,All Pub,Paved,RL,3,4,4,3,532771,84122,14020280
Velachery,1890,66,3,2,5,Family,Yes,Commercial,NoSewage,Paved,I,3,4,3,3,491376,206061,15850840
Karapakkam,967,152,1,1,3,AbNormal,No,House,ELO,Paved,A,3,2,4,3,143976,62260,3891250
Anna Nagar,1711,99,1,1,4,Family,No,Others,NoSewage,Gravel,RM,4,3,2,3,366782,84642,14106990
KK Nagar,1583,62,2,1,4,AdjLand,No,Others,NoSewage,Gravel,RM,3,4,2,3,379707,141034,10848760
Adyar,1274,77,2,2,4,AbNormal,Yes,House,NoSewage,Paved,RL,4,4,3,4,418725,139575,10736530
Karapakkam,1356,158,2,2,4,Family,No,House,All Pub,Gravel,I,3,3,4,3,314136,60154,6683750
Chrompet,1144,166,1,1,3,AdjLand,Yes,House,NoSewage,No Access,RL,2,2,4,3,224235,26908,8969400
Chrompet,1129,49,1,1,3,Family,No,Others,ELO,No Access,RM,4,4,2,3,300872,27352,9117330
Adyar,695,86,1,1,2,AbNormal,Yes,Commercial,ELO,No Access,I,4,3,2,3,273986,18266,9132865
Chrompet,867,108,1,1,3,AbNormal,Yes,House,All Pub,No Access,RL,4,4,4,4,208146,141539,8325850
KK Nagar,1501,35,2,1,4,AbNormal,No,House,All Pub,Gravel,RL,2,2,3,2,311281,128174,9155320
Velachery,1896,72,3,2,5,Partial,Yes,Others,ELO,No Access,RM,3,3,3,3,383008,81244,11606300
Karapakkam,1449,46,2,2,4,Family,No,House,NoSewage,No Access,C,4,2,2,3,213096,54640,5464000
Anna Nagar,1700,168,1,1,4,AbNormal,No,Others,NoSewage,No Access,RH,3,2,4,3,298165,178899,11926600
Velachery,1829,2,3,2,5,Partial,No,House,All Pub,No Access,RH,2,4,2,3,286079,121367,8669050
Chrompet,1178,4,1,1,3,AbNormal,Yes,Others,NoSewage,Paved,RL,4,4,2,4,287990,154280,10285360
KK Nagar,1460,118,2,1,4,Family,No,House,All Pub,Paved,RM,2,2,2,2,322466,128986,9213320
Anna Nagar,1807,83,2,1,5,Partial,Yes,House,NoSewage,Paved,RM,3,2,5,3,399255,106468,13308490
Adyar,1103,193,1,1,3,Partial,Yes,Commercial,ELO,Gravel,I,2,5,2,3,484314,65448,13089560
Chrompet,992,195,1,1,3,Normal Sale,No,House,NoSewage,Gravel,RL,3,2,4,3,241118,34445,8611350
Adyar,1268,114,2,2,4,Normal Sale,No,House,All Pub,Paved,RL,2,3,2,2,388148,119430,9952510
Anna Nagar,1890,101,2,1,5,AbNormal,No,House,NoSewage,No Access,RH,2,4,4,3,310636,195586,11505040
Karapakkam,670,163,1,1,2,Family,No,House,NoSewage,Gravel,I,3,2,3,3,225984,66768,5136000
Karapakkam,1236,159,1,1,3,Partial,Yes,House,NoSewage,Gravel,I,4,4,2,3,318888,88992,7416000
Karapakkam,1256,22,1,1,3,AbNormal,No,House,NoSewage,Paved,I,3,4,4,4,188511,72972,6081000
Chrompet,1071,60,1,1,3,Family,Yes,Commercial,ELO,Gravel,RM,2,4,2,3,475273,144022,14402200
Chrompet,1217,87,2,1,4,AbNormal,Yes,Others,ELO,Gravel,RM,3,2,4,3,379641,154229,11863790
Karapakkam,1488,146,2,2,4,AbNormal,Yes,House,ELO,Gravel,A,2,2,2,2,237915,174938,6997500
KK Nagar,2162,85,3,2,5,Partial,Yes,Commercial,NoSewage,Paved,RL,4,3,4,4,810693,310478,17248780
Velachery,1623,15,2,1,4,AdjLand,Yes,Commercial,ELO,Gravel,A,4,4,3,4,540729,243328,13518220
Anna Nagar,1585,135,1,1,4,AbNormal,No,Commercial,ELO,Paved,RM,2,4,2,2,555963,340751,17934280
KK Nagar,2237,4,4,2,6,Normal Sale,No,House,All Pub,Gravel,RM,2,3,4,3,487323,255845,12183080
Karapakkam,1662,100,2,2,4,AdjLand,No,House,NoSewage,No Access,RM,3,3,2,3,307170,204780,8532500
Adyar,819,44,1,1,3,Family,No,Commercial,NoSewage,No Access,RM,4,2,3,3,422762,21138,10569040
KK Nagar,2348,49,4,2,6,Family,No,Others,All Pub,Gravel,RH,4,4,2,3,504889,288508,12021160
Adyar,604,105,1,1,2,Family,Yes,Others,NoSewage,Gravel,RM,4,4,2,3,351012,54002,9000305
T Nagar,1849,39,2,1,5,AdjLand,No,House,All Pub,Paved,RH,3,3,3,3,322737,99304,12412950
Karapakkam,1617,53,2,2,4,AdjLand,Yes,Others,ELO,Gravel,RL,3,4,4,4,308441,185065,10281375
KK Nagar,1733,148,2,1,4,AbNormal,No,Commercial,NoSewage,Gravel,RL,2,4,4,4,709109,132958,14773100
Chrompet,802,150,1,1,3,AbNormal,Yes,Others,ELO,No Access,RH,2,4,3,3,186654,107685,7178990
Adyar,1081,158,1,1,3,AbNormal,No,Commercial,ELO,Paved,C,4,4,3,4,362034,131649,10970740
Adyar,1243,21,2,2,4,Partial,Yes,House,NoSewage,No Access,I,4,3,3,4,264644,24810,8270125
Karapakkam,1430,146,2,2,4,Normal Sale,No,House,NoSewage,Paved,RL,3,4,3,3,293075,127751,7514750
KK Nagar,1707,118,2,1,4,Partial,No,Others,All Pub,Paved,RL,4,3,3,3,331060,126582,9737060
KK Nagar,1317,3,1,1,3,Family,No,Commercial,NoSewage,Gravel,RH,5,2,4,3,583270,221643,11665400
Karapakkam,1128,20,1,1,3,Normal Sale,Yes,Others,ELO,Paved,A,3,4,4,3,239404,43528,5441000
KK Nagar,2458,172,4,2,6,Partial,No,House,All Pub,Gravel,RH,5,2,4,3,511912,193389,11375820
Chrompet,1091,144,1,1,3,Partial,No,Others,All Pub,No Access,RH,2,4,2,3,192448,107771,7697920
Velachery,1795,69,2,1,4,Normal Sale,Yes,Others,All Pub,Gravel,RL,4,2,3,3,425153,212576,11809800
KK Nagar,2481,129,4,2,6,AdjLand,Yes,House,NoSewage,Gravel,RM,4,5,4,4,699527,128485,14276060
Chrompet,1095,81,1,1,3,AdjLand,Yes,Commercial,NoSewage,Gravel,RH,2,3,4,3,402772,222219,13888700
T Nagar,1759,17,1,1,4,Family,No,House,All Pub,Paved,RL,3,4,3,3,296581,189812,11863220
Anna Nagar,1774,7,1,1,4,Partial,Yes,House,All Pub,Gravel,RM,4,2,4,4,441125,151637,13785170
KK Nagar,2314,27,4,2,6,AdjLand,Yes,Others,NoSewage,Paved,RM,5,2,2,3,424784,169914,14159480
Anna Nagar,1695,98,1,1,4,AbNormal,Yes,House,NoSewage,No Access,RL,5,2,3,3,383810,203899,11994050
Chrompet,1099,184,1,1,3,Partial,No,Commercial,ELO,Gravel,RM,4,4,4,4,424533,212266,13266650
T Nagar,1547,117,1,1,4,AdjLand,Yes,House,NoSewage,Gravel,RM,3,3,4,4,367143,67989,13597890
Adyar,927,175,1,1,3,Family,No,Commercial,All Pub,Paved,C,5,2,4,4,406836,135612,10431690
Anna Nagar,1966,176,2,1,5,Partial,No,House,ELO,No Access,RL,4,2,3,3,434841,188039,11752460
KK Nagar,1541,35,2,1,4,AdjLand,No,Commercial,NoSewage,Gravel,RL,2,3,4,3,502054,278919,13945940
Velachery,1978,20,3,2,5,Partial,Yes,Others,NoSewage,No Access,RL,4,3,2,3,385174,192587,10699280
Karapakkam,1208,36,1,1,3,Family,Yes,Commercial,ELO,Gravel,RH,4,4,2,3,533855,141635,10895000
Karapakkam,659,16,1,1,2,AdjLand,No,House,ELO,Gravel,RH,2,3,4,3,247065,58825,5882500
T Nagar,1834,159,2,1,5,AdjLand,No,House,All Pub,Paved,RM,2,4,3,3,489679,181881,13990830
Chrompet,792,131,1,1,2,Normal Sale,Yes,Others,NoSewage,Paved,RH,4,2,4,3,241977,66752,8344040
Chrompet,1262,189,2,1,4,AdjLand,No,Others,NoSewage,Paved,RM,4,3,2,3,323202,172374,10773390
Chrompet,767,48,1,1,2,AbNormal,Yes,Others,NoSewage,Gravel,RH,4,4,4,4,274570,116484,8320290
Karapakkam,1225,186,1,1,3,Family,No,Others,NoSewage,No Access,A,4,3,2,3,178211,93349,4243125
Chrompet,732,96,1,1,2,AbNormal,Yes,House,ELO,Gravel,RH,2,2,4,3,239358,103722,7978600
Karapakkam,1647,170,2,2,4,AbNormal,Yes,Others,NoSewage,Gravel,RM,2,4,2,3,478058,144529,11117625
KK Nagar,1344,163,2,1,4,Normal Sale,Yes,House,All Pub,Paved,RH,4,2,2,2,395621,89914,8991380
Adyar,807,68,1,1,3,Family,Yes,Others,ELO,Paved,C,4,3,3,3,276165,14162,7081160
Karapakkam,631,46,1,1,2,Normal Sale,Yes,Commercial,All Pub,Gravel,RH,3,2,3,2,314241,198468,8269500
T Nagar,1775,117,1,1,4,Normal Sale,Yes,House,ELO,Paved,RH,2,3,3,2,483506,136373,12397590
Adyar,753,22,1,1,2,AdjLand,Yes,House,All Pub,No Access,A,4,2,3,3,188659,74320,5716935
KK Nagar,1952,9,3,2,5,Partial,Yes,House,NoSewage,Gravel,RL,3,2,2,2,423661,122639,11148980
Chrompet,1021,4,1,1,3,AbNormal,Yes,House,All Pub,Gravel,RH,3,3,3,3,298266,158454,9320800
Chrompet,1126,194,1,1,3,AbNormal,Yes,House,ELO,Gravel,RH,4,2,4,3,250615,139231,9282050
KK Nagar,2397,5,4,2,6,Partial,Yes,House,NoSewage,Gravel,RL,2,2,4,3,510155,165800,12753880
Chrompet,1059,199,1,1,3,AbNormal,Yes,Commercial,ELO,Gravel,RM,4,3,4,4,356166,42740,14246650
KK Nagar,1625,82,2,1,4,AbNormal,Yes,House,All Pub,Gravel,RH,3,2,3,3,425812,227760,9902600
Karapakkam,1080,12,1,1,3,Family,Yes,Commercial,All Pub,Gravel,I,3,2,3,3,328144,82036,10254500
KK Nagar,2254,195,4,2,6,Partial,Yes,Others,All Pub,Paved,RH,3,2,3,3,472266,99424,12428040
Velachery,1696,189,2,1,4,Partial,No,Commercial,ELO,Gravel,I,3,2,3,3,475812,163136,13594630
Velachery,1943,68,3,2,5,AdjLand,No,Others,ELO,Gravel,RH,3,2,2,2,377099,140065,10774250
KK Nagar,1499,85,2,1,4,Partial,No,Commercial,NoSewage,Paved,RM,4,2,4,3,626257,146571,13324620
Velachery,1782,179,2,1,4,AdjLand,Yes,Commercial,NoSewage,Gravel,A,4,4,4,4,434146,173658,14471520
Anna Nagar,1505,174,1,1,4,Partial,No,Commercial,All Pub,No Access,RM,3,3,4,3,534526,327613,17242780
KK Nagar,2050,191,3,2,5,Family,Yes,Commercial,NoSewage,Gravel,RH,2,3,2,2,773456,235400,16814260
Anna Nagar,1665,40,1,1,4,AdjLand,Yes,House,NoSewage,Gravel,RH,4,4,5,4,455025,202233,12639580
Karapakkam,1391,115,2,2,4,Partial,Yes,House,NoSewage,Paved,C,4,2,2,3,278964,112914,6642000
Anna Nagar,1797,24,1,1,4,Partial,Yes,House,NoSewage,Gravel,RL,3,3,4,3,404535,195743,13049510
T Nagar,1514,185,1,1,4,AbNormal,No,Commercial,All Pub,No Access,RL,2,2,3,2,656577,168353,16835310
Adyar,786,118,1,1,2,Family,Yes,Others,All Pub,Gravel,RM,5,2,2,3,362994,10371,10371250
Velachery,1991,48,3,2,5,Family,Yes,Commercial,ELO,No Access,A,2,2,4,3,524594,151856,13805110
Velachery,1814,196,3,2,5,AbNormal,No,Commercial,All Pub,Gravel,A,3,3,4,3,419251,139750,13975040
Karapakkam,504,130,1,1,2,Family,No,Others,NoSewage,Gravel,A,3,4,4,4,162338,31086,3454000
Adyar,1215,125,2,2,4,AbNormal,Yes,Commercial,NoSewage,Gravel,RM,3,3,2,3,600958,200319,16693265
T Nagar,1934,183,2,1,5,AbNormal,No,House,NoSewage,Gravel,RM,4,3,4,4,353871,254787,14154820
KK Nagar,1691,170,2,1,4,Normal Sale,Yes,Commercial,NoSewage,Paved,RL,4,2,3,3,631722,264442,14691200
Chrompet,1294,12,2,1,4,Family,Yes,Commercial,NoSewage,Paved,RM,3,2,2,2,424022,47114,15704500
KK Nagar,2268,194,4,2,6,Partial,No,Others,NoSewage,Gravel,RH,2,3,3,3,384292,151388,11645200
Karapakkam,615,61,1,1,2,Family,No,Commercial,All Pub,Paved,RL,3,5,2,3,335076,167538,7284250
Karapakkam,1640,15,2,2,4,AbNormal,Yes,Others,All Pub,Gravel,RH,2,5,3,3,376281,132207,10169750
Chrompet,832,176,1,1,3,Normal Sale,No,Others,ELO,Gravel,RM,4,4,4,4,305327,157290,9252340
Anna Nagar,1919,5,2,1,5,Family,No,House,ELO,No Access,RM,2,3,4,3,492330,123082,12308240
Velachery,1788,164,2,1,4,Family,No,Others,ELO,Gravel,I,4,3,4,3,329441,145342,9689440
T Nagar,1674,127,1,1,4,Normal Sale,Yes,Others,ELO,Gravel,RH,4,3,3,3,371852,225767,13280420
Chrompet,723,12,1,1,2,Normal Sale,No,Others,NoSewage,Paved,RM,3,4,2,3,235693,22809,7603010
Adyar,990,167,1,1,3,AdjLand,No,Commercial,NoSewage,Gravel,A,2,2,3,2,404011,106319,10631860
KK Nagar,2219,73,3,2,5,AbNormal,No,Commercial,NoSewage,Gravel,RL,4,3,3,3,610744,174498,17449820
Adyar,1167,193,1,1,3,AbNormal,No,House,All Pub,Paved,I,4,4,3,3,316181,31618,7904525
T Nagar,1566,85,1,1,4,AbNormal,No,Commercial,NoSewage,No Access,RL,4,4,4,4,584360,240619,17187060
Chrompet,1053,195,1,1,3,Family,Yes,Others,NoSewage,No Access,RM,5,4,3,4,324391,40549,10137210
Velachery,1781,9,2,1,4,AbNormal,No,Commercial,All Pub,Gravel,C,2,2,4,2,501834,92443,13206150
KK Nagar,2470,188,4,2,6,AdjLand,No,Others,NoSewage,Gravel,RH,4,2,3,3,626856,217481,12792980
Velachery,1612,21,2,1,4,Normal Sale,No,Others,ELO,Gravel,C,3,4,2,3,295493,156438,8690980
KK Nagar,1418,73,2,1,4,Family,Yes,House,NoSewage,Paved,RH,4,4,3,4,381786,221969,8878740
Chrompet,1032,192,1,1,3,AbNormal,Yes,House,All Pub,Gravel,RL,3,2,2,3,260006,125188,9629850
Karapakkam,1430,69,2,2,4,Family,Yes,Commercial,All Pub,Paved,RM,4,4,3,3,633068,116278,12919750
Chrompet,812,51,1,1,3,Partial,Yes,Commercial,ELO,Gravel,RM,3,3,2,2,407482,86436,12347950
Karapakkam,571,0,1,1,2,AdjLand,Yes,House,All Pub,Paved,A,4,2,2,3,180473,97178,4627500
Velachery,1709,187,2,1,4,Family,Yes,Commercial,All Pub,Paved,C,4,2,4,3,525271,193521,13822920
Chrompet,1128,141,1,1,3,Family,No,Commercial,All Pub,No Access,RL,4,2,4,3,374252,144872,12072650
KK Nagar,1731,156,2,1,4,AdjLand,No,Others,All Pub,Gravel,RL,4,2,2,2,462109,146522,11270960
Velachery,1620,170,2,1,4,Partial,Yes,Commercial,All Pub,No Access,RH,4,4,4,4,446644,153534,13957610
Velachery,1581,140,2,1,4,Family,Yes,Commercial,All Pub,No Access,I,4,4,4,4,534248,267124,13356200
Anna Nagar,1672,132,1,1,4,AbNormal,Yes,Others,NoSewage,Paved,RM,3,3,3,3,521203,231646,14477850
Chrompet,1266,86,2,1,4,Partial,Yes,House,ELO,Paved,RH,3,3,4,3,245094,118008,9077550
Chrompet,1298,34,2,1,4,Normal Sale,Yes,Others,NoSewage,Gravel,RM,4,2,2,3,311948,143976,11998010
T Nagar,1952,105,2,1,5,Family,Yes,House,ELO,Paved,RM,3,2,4,3,460098,181251,13942350
KK Nagar,2386,169,4,2,6,Partial,Yes,Others,NoSewage,Paved,RL,2,3,4,3,478831,142355,12941380
Chrompet,1058,61,1,1,3,Family,Yes,House,NoSewage,Paved,RH,3,3,2,3,257955,137576,8598500
Adyar,987,95,1,1,3,AdjLand,Yes,House,ELO,Paved,RH,3,2,3,3,368029,92007,9200725
Karapakkam,1256,198,1,1,3,Normal Sale,No,Commercial,NoSewage,No Access,RH,2,4,5,3,319362,93930,9393000
KK Nagar,1824,143,3,2,5,AbNormal,No,Commercial,NoSewage,Paved,RL,4,3,4,3,650269,257083,15122540
Velachery,1752,70,2,1,4,Family,No,Others,All Pub,No Access,I,2,3,3,3,281674,119498,8535580
Adyar,796,68,1,1,2,AdjLand,Yes,Commercial,ELO,No Access,C,2,3,4,3,389486,116846,9737150
Chrompet,1031,40,1,1,3,AdjLand,No,Others,ELO,Paved,RM,2,4,2,3,277250,36967,9241670
Chrompet,1114,60,1,1,3,Family,Yes,House,NoSewage,Paved,RL,5,3,4,4,280961,106571,9688300
Anna Nagar,1567,179,1,1,4,AdjLand,No,Others,NoSewage,No Access,RL,4,5,4,4,383791,58150,11630020
Adyar,1282,164,2,2,4,AbNormal,Yes,Others,ELO,Gravel,A,3,4,2,3,362763,37206,9301605
Chrompet,957,81,1,1,3,Family,Yes,Others,NoSewage,No Access,RH,4,5,4,4,265350,41461,8292190
T Nagar,1510,14,1,1,4,Partial,No,Commercial,All Pub,Paved,RH,3,2,2,2,505308,211903,16300260
Karapakkam,1005,150,1,1,3,Partial,Yes,Others,NoSewage,Paved,RH,3,2,4,3,233287,75254,7525375
Velachery,1824,123,3,2,5,Normal Sale,No,House,All Pub,No Access,A,2,3,3,3,234976,131310,6911070
Chrompet,837,172,1,1,3,Normal Sale,Yes,Commercial,NoSewage,No Access,RH,4,2,4,3,338038,137328,10563700
Adyar,1103,44,1,1,3,Family,No,House,NoSewage,Paved,I,4,4,2,3,230819,53858,7693965
Karapakkam,1386,97,2,2,4,Family,No,Others,NoSewage,Paved,RL,3,4,3,3,353577,168370,8418500
Velachery,1588,80,2,1,4,Family,Yes,Commercial,All Pub,No Access,A,4,4,2,3,460650,80614,11516250
Chrompet,792,59,1,1,2,Family,No,Commercial,NoSewage,Paved,RM,4,4,3,4,327579,95103,10567050
Chrompet,1241,152,2,1,4,Partial,Yes,House,NoSewage,No Access,RL,3,3,3,3,286050,125147,8939050
